date,team,opponent,goals_for,goals_against,result,competition
2025-08-19,Haiti,Senegal,0,4,L,International Friendly
2025-08-19,Ivory Coast,Switzerland,1,2,W,International Friendly
2025-08-19,Portugal,Germany,0,2,L,International Friendly
2025-08-20,United States,Curaçao,3,0,W,Continental Championship
2025-08-20,Colombia,Qatar,1,1,W,World Cup Qualifier
2025-08-21,Argentina,Uruguay,1,1,D,Continental Championship
2025-08-21,Czech Republic,Morocco,3,1,W,International Friendly
2025-08-21,Haiti,Curaçao,1,1,D,World Cup Qualifier
2025-08-21,Spain,Australia,1,0,W,Continental Championship
2025-08-21,Morocco,Ghana,1,0,W,Continental Championship
2025-08-22,United States,Germany,1,1,L,World Cup Qualifier
2025-08-22,Curaçao,Cape Verde,0,0,D,International Friendly
2025-08-22,Australia,Japan,1,1,W,Continental Championship
2025-08-22,Czech Republic,Argentina,2,0,W,International Friendly
2025-08-23,Iran,France,0,1,L,World Cup Qualifier
2025-08-23,United States,Portugal,2,1,W,Continental Championship
2025-08-23,Norway,Belgium,2,1,W,International Friendly
2025-08-23,Norway,Portugal,1,1,L,Continental Championship
2025-08-24,Norway,Ivory Coast,1,1,D,World Cup Qualifier
2025-08-25,Norway,Egypt,1,1,D,World Cup Qualifier
2025-08-25,Panama,Saudi Arabia,1,1,D,World Cup Qualifier
2025-08-25,Ghana,Haiti,0,0,D,Continental Championship
2025-08-25,Argentina,Türkiye,2,0,W,International Friendly
2025-08-25,Portugal,Croatia,3,2,W,Continental Championship
2025-08-26,Jordan,Argentina,0,1,L,International Friendly
2025-08-26,Ecuador,Jordan,2,2,L,International Friendly
2025-08-27,Ghana,Ivory Coast,1,0,W,International Friendly
2025-08-28,Ghana,Iran,2,0,W,International Friendly
2025-08-28,United States,Jordan,1,1,W,World Cup Qualifier
2025-08-29,Türkiye,Spain,0,1,L,Continental Championship
2025-08-29,Scotland,Uruguay,2,2,D,International Friendly
2025-08-29,Netherlands,Ghana,3,1,W,Continental Championship
2025-08-29,Austria,Haiti,0,0,D,Continental Championship
2025-08-29,Iran,Paraguay,1,1,D,Continental Championship
2025-08-30,Australia,South Africa,3,0,W,World Cup Qualifier
2025-08-31,Canada,Mexico,1,0,W,World Cup Qualifier
2025-08-31,Spain,Netherlands,0,3,L,International Friendly
2025-08-31,Germany,Switzerland,1,1,D,International Friendly
2025-08-31,Czech Republic,England,1,1,D,Continental Championship
2025-09-01,Norway,Paraguay,1,1,D,Continental Championship
2025-09-01,Netherlands,Ivory Coast,3,0,W,International Friendly
2025-09-02,Morocco,Uzbekistan,1,3,L,World Cup Qualifier
2025-09-03,Senegal,Australia,1,2,W,Continental Championship
2025-09-03,Spain,Sweden,1,2,W,International Friendly
2025-09-04,Paraguay,Jordan,0,1,L,Continental Championship
2025-09-04,Iran,New Zealand,1,2,L,World Cup Qualifier
2025-09-05,Ecuador,Panama,1,2,W,World Cup Qualifier
2025-09-05,Panama,Scotland,1,1,D,International Friendly
2025-09-05,Iran,Uzbekistan,0,1,L,Continental Championship
2025-09-06,Iraq,Belgium,1,2,L,Continental Championship
2025-09-06,England,Scotland,3,1,W,World Cup Qualifier
2025-09-06,Saudi Arabia,Jordan,3,0,W,Continental Championship
2025-09-07,Cape Verde,Argentina,1,0,W,International Friendly
2025-09-07,Belgium,Qatar,1,1,D,World Cup Qualifier
2025-09-07,England,Haiti,3,1,W,Continental Championship
2025-09-08,Sweden,Ghana,1,0,W,International Friendly
2025-09-08,New Zealand,Switzerland,3,3,D,Continental Championship
2025-09-08,Belgium,New Zealand,1,1,D,World Cup Qualifier
2025-09-08,Austria,Uzbekistan,3,1,W,International Friendly
2025-09-09,South Korea,Spain,0,0,D,World Cup Qualifier
2025-09-09,France,Japan,1,2,L,Continental Championship
2025-09-09,Tunisia,Norway,1,1,L,World Cup Qualifier
2025-09-10,England,Sweden,1,1,D,World Cup Qualifier
2025-09-10,Czech Republic,Curaçao,0,0,D,World Cup Qualifier
2025-09-10,Switzerland,Algeria,1,1,L,World Cup Qualifier
2025-09-11,Austria,Egypt,2,0,W,International Friendly
2025-09-11,Ecuador,Japan,0,1,L,International Friendly
2025-09-12,Bosnia and Herzegovina,Spain,0,2,L,International Friendly
2025-09-12,Belgium,New Zealand,3,0,W,Continental Championship
2025-09-13,Mexico,Iran,1,1,D,World Cup Qualifier
2025-09-13,England,Brazil,1,2,W,International Friendly
2025-09-13,Croatia,Morocco,0,2,L,Continental Championship
2025-09-13,Brazil,Morocco,1,1,L,World Cup Qualifier
2025-09-13,Ecuador,Canada,1,1,D,World Cup Qualifier
2025-09-14,Curaçao,Colombia,1,1,W,International Friendly
2025-09-14,Uzbekistan,Czech Republic,1,1,D,Continental Championship
2025-09-14,Japan,Senegal,2,1,W,World Cup Qualifier
2025-09-14,Ivory Coast,United States,2,2,D,International Friendly
2025-09-14,United States,Uruguay,1,1,D,International Friendly
2025-09-15,Netherlands,Senegal,1,1,D,International Friendly
2025-09-15,South Korea,Spain,2,3,L,World Cup Qualifier
2025-09-16,Switzerland,Curaçao,1,0,W,International Friendly
2025-09-16,Senegal,Japan,3,0,W,Continental Championship
2025-09-16,Uzbekistan,Ivory Coast,1,0,W,Continental Championship
2025-09-16,Uzbekistan,Mexico,2,0,W,International Friendly
2025-09-17,Ghana,Croatia,0,0,D,International Friendly
2025-09-17,Argentina,Saudi Arabia,2,2,W,International Friendly
2025-09-18,Colombia,Panama,2,0,W,International Friendly
2025-09-18,Switzerland,Senegal,2,0,W,World Cup Qualifier
2025-09-18,Norway,Uzbekistan,1,0,W,International Friendly
2025-09-18,France,Panama,3,1,W,World Cup Qualifier
2025-09-18,Uruguay,Netherlands,2,2,D,World Cup Qualifier
2025-09-19,Ivory Coast,Brazil,0,0,D,Continental Championship
2025-09-19,Sweden,Algeria,1,3,L,World Cup Qualifier
2025-09-20,DR Congo,England,1,1,D,International Friendly
2025-09-20,Netherlands,Iraq,2,2,W,International Friendly
2025-09-21,South Korea,France,2,2,D,World Cup Qualifier
2025-09-21,Qatar,Colombia,1,3,L,World Cup Qualifier
2025-09-22,Austria,Australia,1,0,W,World Cup Qualifier
2025-09-22,Scotland,Saudi Arabia,2,2,D,Continental Championship
2025-09-22,Ivory Coast,Algeria,1,1,D,Continental Championship
2025-09-22,Türkiye,Paraguay,3,0,W,Continental Championship
2025-09-22,Uruguay,Spain,2,1,W,International Friendly
2025-09-23,Egypt,United States,2,2,W,International Friendly
2025-09-23,Croatia,Egypt,1,3,L,International Friendly
2025-09-24,Czech Republic,Croatia,3,3,D,International Friendly
2025-09-25,Jordan,Scotland,2,4,L,Continental Championship
2025-09-25,Norway,Ivory Coast,0,0,D,Continental Championship
2025-09-26,Cape Verde,Ghana,2,1,W,World Cup Qualifier
2025-09-26,Algeria,Belgium,3,1,W,Continental Championship
2025-09-26,Haiti,Türkiye,0,0,D,International Friendly
2025-09-27,Türkiye,Morocco,0,0,D,Continental Championship
2025-09-27,Germany,Iran,1,0,W,International Friendly
2025-09-27,Spain,Australia,1,1,D,International Friendly
2025-09-27,Ivory Coast,Cape Verde,2,0,W,World Cup Qualifier
2025-09-28,Belgium,United States,1,1,W,Continental Championship
2025-09-28,Switzerland,Curaçao,1,1,D,World Cup Qualifier
2025-09-28,Curaçao,Croatia,0,1,L,World Cup Qualifier
2025-09-28,Iraq,Cape Verde,3,1,W,World Cup Qualifier
2025-09-29,Tunisia,Japan,0,2,L,Continental Championship
2025-09-29,Sweden,Australia,1,1,W,World Cup Qualifier
2025-09-29,Canada,Mexico,1,1,D,International Friendly
2025-09-30,DR Congo,Saudi Arabia,1,1,D,World Cup Qualifier
2025-09-30,Portugal,Uzbekistan,1,0,W,World Cup Qualifier
2025-09-30,Belgium,Sweden,1,3,L,International Friendly
2025-10-01,Belgium,Bosnia and Herzegovina,0,3,L,World Cup Qualifier
2025-10-01,Czech Republic,Cape Verde,1,3,L,World Cup Qualifier
2025-10-01,Egypt,Qatar,2,1,W,Continental Championship
2025-10-01,Sweden,Netherlands,1,1,W,Continental Championship
2025-10-01,Mexico,Iran,1,0,W,International Friendly
2025-10-01,Germany,Argentina,1,2,W,Continental Championship
2025-10-02,Morocco,Australia,0,3,L,World Cup Qualifier
2025-10-03,France,Uzbekistan,0,0,D,International Friendly
2025-10-03,Jordan,Haiti,2,2,D,World Cup Qualifier
2025-10-03,Uzbekistan,DR Congo,1,2,W,International Friendly
2025-10-04,Mexico,Netherlands,2,1,W,World Cup Qualifier
2025-10-05,Ghana,Argentina,2,2,D,Continental Championship
2025-10-06,Canada,Algeria,1,1,D,International Friendly
2025-10-06,Curaçao,Paraguay,1,2,W,World Cup Qualifier
2025-10-07,Uruguay,Saudi Arabia,3,0,W,World Cup Qualifier
2025-10-07,Switzerland,England,1,1,L,Continental Championship
2025-10-07,Brazil,Bosnia and Herzegovina,2,0,W,International Friendly
2025-10-07,Mexico,Croatia,1,0,W,International Friendly
2025-10-07,Uruguay,Morocco,1,1,W,World Cup Qualifier
2025-10-07,Ecuador,Ivory Coast,3,2,W,International Friendly
2025-10-07,Germany,Qatar,1,1,D,Continental Championship
2025-10-07,Ivory Coast,South Africa,1,1,W,Continental Championship
2025-10-07,Norway,Qatar,1,1,D,Continental Championship
2025-10-08,Ghana,Australia,1,1,D,World Cup Qualifier
2025-10-08,Iraq,DR Congo,1,1,D,Continental Championship
2025-10-08,France,Uruguay,0,2,L,World Cup Qualifier
2025-10-09,New Zealand,Jordan,0,3,L,World Cup Qualifier
2025-10-09,South Africa,South Korea,2,0,W,International Friendly
2025-10-09,Portugal,Algeria,2,2,L,World Cup Qualifier
2025-10-09,Haiti,Qatar,1,1,W,World Cup Qualifier
2025-10-09,Sweden,Brazil,1,1,D,World Cup Qualifier
2025-10-09,South Korea,Germany,0,1,L,International Friendly
2025-10-10,Ghana,Iran,1,1,D,Continental Championship
2025-10-11,Brazil,Spain,1,1,D,International Friendly
2025-10-11,South Korea,Saudi Arabia,1,1,D,World Cup Qualifier
2025-10-12,Brazil,Morocco,1,0,W,World Cup Qualifier
2025-10-12,Ecuador,Iraq,3,1,W,International Friendly
2025-10-12,Austria,Egypt,3,0,W,Continental Championship
2025-10-12,Uruguay,Qatar,1,1,D,Continental Championship
2025-10-12,United States,Saudi Arabia,2,1,L,World Cup Qualifier
2025-10-13,Bosnia and Herzegovina,Ivory Coast,0,0,D,International Friendly
2025-10-13,Bosnia and Herzegovina,DR Congo,0,2,L,World Cup Qualifier
2025-10-13,Jordan,Uruguay,1,2,L,Continental Championship
2025-10-14,England,Austria,1,0,W,International Friendly
2025-10-14,Switzerland,Spain,2,2,W,World Cup Qualifier
2025-10-14,DR Congo,Ivory Coast,0,0,D,Continental Championship
2025-10-15,Paraguay,Austria,1,2,L,World Cup Qualifier
2025-10-15,Colombia,Curaçao,1,0,W,World Cup Qualifier
2025-10-16,Austria,Cape Verde,2,2,D,International Friendly
2025-10-16,DR Congo,England,1,1,W,International Friendly
2025-10-16,Cape Verde,Colombia,3,0,W,International Friendly
2025-10-16,England,Iraq,1,1,W,World Cup Qualifier
2025-10-18,Colombia,Australia,0,0,D,World Cup Qualifier
2025-10-18,Spain,Argentina,2,1,W,Continental Championship
2025-10-19,France,Brazil,2,3,L,World Cup Qualifier
2025-10-19,Paraguay,New Zealand,1,0,W,International Friendly
2025-10-19,Argentina,Curaçao,0,0,D,International Friendly
2025-10-20,Mexico,Czech Republic,2,0,W,World Cup Qualifier
2025-10-20,Argentina,Egypt,0,0,D,Continental Championship
2025-10-20,Germany,Paraguay,1,2,L,World Cup Qualifier
2025-10-21,Cape Verde,Saudi Arabia,3,3,D,World Cup Qualifier
2025-10-21,England,New Zealand,1,1,W,International Friendly
2025-10-22,DR Congo,Portugal,0,0,D,World Cup Qualifier
2025-10-22,South Africa,Curaçao,3,0,W,Continental Championship
2025-10-23,England,Mexico,1,1,D,World Cup Qualifier
2025-10-23,Morocco,Senegal,1,1,D,Continental Championship
2025-10-23,Japan,Jordan,2,1,L,International Friendly
2025-10-23,Germany,Canada,1,1,D,International Friendly
2025-10-24,United States,Australia,1,1,L,International Friendly
2025-10-24,Portugal,Switzerland,3,1,W,International Friendly
2025-10-24,Algeria,Norway,3,0,W,International Friendly
2025-10-25,Netherlands,Paraguay,2,2,D,International Friendly
2025-10-26,Uruguay,Croatia,0,1,L,World Cup Qualifier
2025-10-26,Sweden,South Korea,2,0,W,Continental Championship
2025-10-26,Colombia,Qatar,1,1,W,World Cup Qualifier
2025-10-27,Algeria,Ecuador,3,0,W,International Friendly
2025-10-27,Spain,Czech Republic,3,1,W,International Friendly
2025-10-27,Portugal,Canada,2,0,W,Continental Championship
2025-10-28,Paraguay,Spain,1,0,W,World Cup Qualifier
2025-10-28,Germany,Qatar,1,1,D,Continental Championship
2025-10-29,Japan,Canada,2,0,W,International Friendly
2025-10-29,Czech Republic,Egypt,1,1,L,International Friendly
2025-10-30,Uruguay,England,0,1,L,World Cup Qualifier
2025-10-30,Uzbekistan,United States,2,1,W,World Cup Qualifier
2025-10-30,South Africa,Egypt,1,1,W,International Friendly
2025-10-31,South Korea,Czech Republic,1,1,W,Continental Championship
2025-10-31,Haiti,Switzerland,1,2,L,Continental Championship
2025-10-31,Cape Verde,Tunisia,1,0,W,Continental Championship
2025-11-02,Brazil,South Korea,2,1,W,World Cup Qualifier
2025-11-02,Senegal,Japan,3,1,W,World Cup Qualifier
2025-11-02,South Korea,Haiti,2,1,W,World Cup Qualifier
2025-11-02,Japan,Cape Verde,0,0,D,International Friendly
2025-11-02,Uruguay,Argentina,0,1,L,World Cup Qualifier
2025-11-03,Mexico,Iran,2,1,W,World Cup Qualifier
2025-11-03,Mexico,Colombia,1,0,W,Continental Championship
2025-11-03,Cape Verde,Türkiye,2,0,W,International Friendly
2025-11-03,Sweden,Netherlands,2,0,W,Continental Championship
2025-11-03,Mexico,England,1,1,D,International Friendly
2025-11-04,South Africa,Belgium,2,2,L,World Cup Qualifier
2025-11-04,Switzerland,Paraguay,2,0,W,Continental Championship
2025-11-04,Paraguay,Qatar,3,0,W,World Cup Qualifier
2025-11-04,Qatar,Croatia,2,1,L,World Cup Qualifier
2025-11-04,Iran,Brazil,1,1,L,Continental Championship
2025-11-04,Haiti,France,2,2,L,Continental Championship
2025-11-05,Netherlands,Spain,0,0,D,Continental Championship
2025-11-05,DR Congo,Colombia,0,0,D,International Friendly
2025-11-06,United States,Paraguay,1,0,W,World Cup Qualifier
2025-11-06,Spain,Haiti,3,0,W,International Friendly
2025-11-07,Uzbekistan,South Africa,1,1,W,Continental Championship
2025-11-08,Sweden,Germany,1,0,W,Continental Championship
2025-11-08,Iraq,Ivory Coast,3,1,W,International Friendly
2025-11-08,Scotland,Iraq,2,2,W,World Cup Qualifier
2025-11-08,Japan,Ecuador,2,1,L,International Friendly
2025-11-09,Argentina,Canada,3,0,W,International Friendly
2025-11-10,Scotland,Curaçao,2,0,W,Continental Championship
2025-11-12,Norway,Algeria,1,1,W,World Cup Qualifier
2025-11-12,Spain,Ecuador,2,0,W,International Friendly
2025-11-12,Bosnia and Herzegovina,Mexico,0,0,D,Continental Championship
2025-11-14,Ghana,United States,1,2,W,World Cup Qualifier
2025-11-14,Argentina,Morocco,2,0,W,International Friendly
2025-11-14,Curaçao,DR Congo,1,1,W,World Cup Qualifier
2025-11-15,Mexico,Türkiye,0,0,D,Continental Championship
2025-11-15,New Zealand,DR Congo,0,1,L,World Cup Qualifier
2025-11-16,Japan,Canada,1,1,D,World Cup Qualifier
2025-11-16,Paraguay,Croatia,2,2,W,World Cup Qualifier
2025-11-16,Saudi Arabia,Ivory Coast,1,0,W,Continental Championship
2025-11-17,South Korea,Haiti,1,1,L,World Cup Qualifier
2025-11-17,Brazil,DR Congo,2,0,W,Continental Championship
2025-11-17,Netherlands,Colombia,1,1,D,World Cup Qualifier
2025-11-18,Senegal,Türkiye,2,2,D,Continental Championship
2025-11-18,Colombia,Austria,2,2,D,World Cup Qualifier
2025-11-18,Colombia,Morocco,0,0,D,World Cup Qualifier
2025-11-19,Jordan,Argentina,1,3,L,Continental Championship
2025-11-19,Türkiye,Algeria,1,0,W,Continental Championship
2025-11-20,Netherlands,Bosnia and Herzegovina,0,2,L,World Cup Qualifier
2025-11-20,Scotland,Belgium,1,2,L,International Friendly
2025-11-20,New Zealand,Senegal,2,2,D,International Friendly
2025-11-21,Czech Republic,Sweden,2,2,D,International Friendly
2025-11-21,Argentina,Tunisia,2,0,W,World Cup Qualifier
2025-11-21,New Zealand,Austria,1,2,L,International Friendly
2025-11-22,Argentina,Ivory Coast,2,0,W,World Cup Qualifier
2025-11-22,Curaçao,Spain,0,3,L,International Friendly
2025-11-23,Bosnia and Herzegovina,France,1,1,L,World Cup Qualifier
2025-11-23,Spain,Canada,2,2,D,World Cup Qualifier
2025-11-23,Belgium,Uruguay,3,0,W,International Friendly
2025-11-24,Iraq,Czech Republic,1,1,W,International Friendly
2025-11-24,Austria,Egypt,1,1,D,Continental Championship
2025-11-24,Uruguay,Germany,1,1,D,World Cup Qualifier
2025-11-24,Qatar,DR Congo,1,1,D,Continental Championship
2025-11-25,Norway,Iran,1,1,D,World Cup Qualifier
2025-11-25,Algeria,United States,1,1,W,World Cup Qualifier
2025-11-25,Ivory Coast,Haiti,2,0,W,International Friendly
2025-11-25,Scotland,Iraq,3,0,W,Continental Championship
2025-11-25,Cape Verde,Portugal,0,3,L,World Cup Qualifier
2025-11-26,Uruguay,Austria,0,3,L,Continental Championship
2025-11-26,South Korea,Uruguay,1,1,L,World Cup Qualifier
2025-11-26,Curaçao,Australia,2,0,W,Continental Championship
2025-11-26,Sweden,Spain,1,0,W,Continental Championship
2025-11-27,Panama,Jordan,1,1,D,World Cup Qualifier
2025-11-27,DR Congo,Panama,4,0,W,International Friendly
2025-11-27,Canada,Sweden,1,1,D,Continental Championship
2025-11-28,United States,DR Congo,3,1,W,World Cup Qualifier
2025-11-29,Ghana,France,0,0,D,International Friendly
2025-11-29,Norway,Czech Republic,2,2,W,Continental Championship
2025-11-29,Mexico,Brazil,2,0,W,International Friendly
2025-11-30,Senegal,Colombia,1,1,W,International Friendly
2025-11-30,Ghana,Jordan,1,0,W,World Cup Qualifier
2025-11-30,South Africa,South Korea,3,0,W,Continental Championship
2025-12-01,France,Haiti,2,2,D,Continental Championship
2025-12-02,Ecuador,Egypt,0,2,L,World Cup Qualifier
2025-12-03,Norway,DR Congo,2,2,W,International Friendly
2025-12-03,Netherlands,Türkiye,1,0,W,World Cup Qualifier
2025-12-03,Uruguay,Tunisia,1,1,D,Continental Championship
2025-12-03,Senegal,Belgium,2,1,L,International Friendly
2025-12-03,New Zealand,Iraq,1,1,W,International Friendly
2025-12-03,Egypt,Haiti,1,1,D,International Friendly
2025-12-03,Egypt,Haiti,1,1,D,World Cup Qualifier
2025-12-03,New Zealand,Canada,3,0,W,World Cup Qualifier
2025-12-04,Panama,Australia,0,4,L,World Cup Qualifier
2025-12-04,DR Congo,Qatar,2,0,W,World Cup Qualifier
2025-12-05,Cape Verde,Belgium,2,2,D,International Friendly
2025-12-05,Iraq,Iran,1,2,L,Continental Championship
2025-12-05,Colombia,Australia,1,1,D,World Cup Qualifier
2025-12-06,Sweden,Ghana,2,2,W,World Cup Qualifier
2025-12-06,Brazil,Iran,3,0,W,World Cup Qualifier
2025-12-06,Algeria,Norway,0,0,D,World Cup Qualifier
2025-12-06,Ivory Coast,Switzerland,2,3,L,International Friendly
2025-12-07,Scotland,Austria,0,1,L,World Cup Qualifier
2025-12-08,Jordan,Haiti,2,1,L,World Cup Qualifier
2025-12-08,Scotland,South Korea,0,1,L,World Cup Qualifier
2025-12-08,Australia,Netherlands,1,0,W,World Cup Qualifier
2025-12-10,Colombia,Türkiye,2,2,W,World Cup Qualifier
2025-12-10,Iran,Panama,1,1,W,World Cup Qualifier
2025-12-10,Panama,Switzerland,0,0,D,Continental Championship
2025-12-11,Belgium,Ivory Coast,3,1,W,International Friendly
2025-12-11,Türkiye,Tunisia,1,0,W,World Cup Qualifier
2025-12-12,Egypt,Argentina,1,0,W,International Friendly
2025-12-12,Spain,DR Congo,0,0,D,Continental Championship
2025-12-12,Qatar,Iraq,0,0,D,International Friendly
2025-12-12,Bosnia and Herzegovina,Curaçao,1,1,W,World Cup Qualifier
2025-12-13,Argentina,Qatar,1,0,W,World Cup Qualifier
2025-12-13,Scotland,Ecuador,1,2,W,World Cup Qualifier
2025-12-14,Haiti,Colombia,0,1,L,Continental Championship
2025-12-14,Bosnia and Herzegovina,Senegal,1,1,D,World Cup Qualifier
2025-12-14,Japan,Mexico,2,2,D,Continental Championship
2025-12-15,Japan,Jordan,2,1,W,International Friendly
2025-12-15,DR Congo,Brazil,0,2,L,Continental Championship
2025-12-15,Saudi Arabia,Paraguay,2,2,D,International Friendly
2025-12-16,Bosnia and Herzegovina,Australia,3,2,W,Continental Championship
2025-12-16,Türkiye,Colombia,0,2,L,International Friendly
2025-12-16,Paraguay,Saudi Arabia,1,2,L,World Cup Qualifier
2025-12-17,Bosnia and Herzegovina,Netherlands,1,1,L,World Cup Qualifier
2025-12-17,Cape Verde,Ecuador,0,0,D,World Cup Qualifier
2025-12-17,Portugal,Australia,3,0,W,Continental Championship
2025-12-18,England,Mexico,1,1,D,World Cup Qualifier
2025-12-18,Netherlands,Scotland,1,1,D,International Friendly
2025-12-18,Morocco,Panama,1,1,D,Continental Championship
2025-12-18,New Zealand,England,1,1,D,Continental Championship
2025-12-19,Paraguay,Netherlands,1,1,W,Continental Championship
2025-12-19,Ghana,Sweden,2,2,D,International Friendly
2025-12-19,Panama,Türkiye,1,0,W,Continental Championship
2025-12-19,Algeria,Morocco,1,3,L,Continental Championship
2025-12-19,Tunisia,Senegal,2,2,D,International Friendly
2025-12-19,Austria,Morocco,1,1,D,World Cup Qualifier
2025-12-19,Germany,Austria,2,0,W,World Cup Qualifier
2025-12-21,Ghana,Brazil,1,1,L,Continental Championship
2025-12-21,South Africa,Colombia,1,1,D,International Friendly
2025-12-21,Croatia,Belgium,1,0,W,Continental Championship
2025-12-21,Croatia,Ghana,1,1,D,International Friendly
2025-12-22,Tunisia,Qatar,2,0,W,World Cup Qualifier
2025-12-23,Ghana,Spain,0,1,L,World Cup Qualifier
2025-12-24,DR Congo,Colombia,1,1,W,Continental Championship
2025-12-24,Austria,Mexico,1,3,L,World Cup Qualifier
2025-12-24,Austria,Switzerland,1,1,D,Continental Championship
2025-12-24,Portugal,DR Congo,2,1,W,Continental Championship
2025-12-24,Canada,Argentina,1,1,D,Continental Championship
2025-12-25,Spain,Portugal,2,0,W,Continental Championship
2025-12-25,Cape Verde,Algeria,1,0,W,International Friendly
2025-12-26,Czech Republic,Croatia,0,3,L,International Friendly
2025-12-27,Netherlands,Norway,2,0,W,World Cup Qualifier
2025-12-27,Iraq,Czech Republic,2,2,D,World Cup Qualifier
2025-12-27,Spain,Iran,0,4,L,World Cup Qualifier
2025-12-27,United States,Uzbekistan,2,1,W,Continental Championship
2025-12-27,Türkiye,France,0,2,L,World Cup Qualifier
2025-12-28,Jordan,Czech Republic,1,1,L,International Friendly
2025-12-28,DR Congo,New Zealand,1,2,W,World Cup Qualifier
2025-12-28,Austria,Spain,2,2,D,World Cup Qualifier
2025-12-29,Germany,Spain,2,2,W,World Cup Qualifier
2025-12-30,England,Iran,2,1,W,World Cup Qualifier
2025-12-31,Japan,Scotland,2,3,L,Continental Championship
2025-12-31,Czech Republic,Iran,2,0,W,World Cup Qualifier
2025-12-31,Netherlands,Ecuador,2,0,W,International Friendly
2025-12-31,Netherlands,Mexico,3,1,W,Continental Championship
2026-01-01,Switzerland,Saudi Arabia,1,1,W,World Cup Qualifier
2026-01-01,Tunisia,Paraguay,0,3,L,Continental Championship
2026-01-02,Uruguay,Australia,0,0,D,Continental Championship
2026-01-02,Ivory Coast,Türkiye,1,1,D,World Cup Qualifier
2026-01-02,Saudi Arabia,Norway,2,2,D,World Cup Qualifier
2026-01-02,South Africa,Colombia,3,0,W,World Cup Qualifier
2026-01-03,Belgium,France,2,2,L,Continental Championship
2026-01-03,Sweden,Belgium,1,0,W,World Cup Qualifier
2026-01-04,Czech Republic,Colombia,0,4,L,Continental Championship
2026-01-04,Mexico,Spain,3,3,D,International Friendly
2026-01-04,Austria,South Africa,2,1,W,International Friendly
2026-01-04,South Africa,Austria,2,0,W,World Cup Qualifier
2026-01-05,Morocco,Paraguay,1,1,D,International Friendly
2026-01-05,Canada,Germany,1,1,D,World Cup Qualifier
2026-01-06,Senegal,Portugal,1,0,W,Continental Championship
2026-01-06,Brazil,England,2,0,W,World Cup Qualifier
2026-01-06,Portugal,Germany,1,1,D,Continental Championship
2026-01-07,Germany,South Korea,3,0,W,World Cup Qualifier
2026-01-07,Portugal,Egypt,1,2,L,World Cup Qualifier
2026-01-07,Canada,Iran,1,0,W,Continental Championship
2026-01-07,Brazil,Jordan,1,0,W,International Friendly
2026-01-07,Uruguay,Norway,1,2,L,Continental Championship
2026-01-07,Uzbekistan,United States,0,2,L,Continental Championship
2026-01-07,Curaçao,Haiti,1,1,W,Continental Championship
2026-01-08,Norway,Portugal,2,2,W,International Friendly
2026-01-08,Austria,Portugal,1,4,L,World Cup Qualifier
2026-01-08,Qatar,Canada,1,1,D,World Cup Qualifier
2026-01-08,Bosnia and Herzegovina,Mexico,0,0,D,International Friendly
2026-01-08,South Africa,Australia,1,1,D,Continental Championship
2026-01-09,Paraguay,Mexico,1,3,L,International Friendly
2026-01-09,United States,Ecuador,0,3,L,World Cup Qualifier
2026-01-10,Czech Republic,Curaçao,2,2,W,Continental Championship
2026-01-11,Cape Verde,Austria,2,2,D,International Friendly
2026-01-11,Qatar,Panama,1,1,D,World Cup Qualifier
2026-01-11,DR Congo,Spain,1,1,L,International Friendly
2026-01-11,Scotland,Spain,1,1,W,World Cup Qualifier
2026-01-12,Qatar,Australia,1,0,W,International Friendly
2026-01-12,Canada,France,1,2,W,World Cup Qualifier
2026-01-13,Bosnia and Herzegovina,Iraq,2,1,L,Continental Championship
2026-01-13,Uruguay,DR Congo,1,1,D,World Cup Qualifier
2026-01-14,DR Congo,Egypt,0,2,L,Continental Championship
2026-01-14,Argentina,Australia,1,1,W,Continental Championship
2026-01-15,Panama,Curaçao,2,2,W,Continental Championship
2026-01-15,Canada,DR Congo,0,2,L,World Cup Qualifier
2026-01-15,Mexico,United States,1,0,W,Continental Championship
2026-01-17,Brazil,Saudi Arabia,2,0,W,World Cup Qualifier
2026-01-17,Senegal,Czech Republic,2,1,W,Continental Championship
2026-01-18,Tunisia,Türkiye,1,1,D,World Cup Qualifier
2026-01-19,Spain,Saudi Arabia,1,1,D,International Friendly
2026-01-19,Ghana,Iraq,1,1,L,Continental Championship
2026-01-19,South Korea,Argentina,3,0,W,Continental Championship
2026-01-19,Uzbekistan,England,1,1,W,World Cup Qualifier
2026-01-20,Türkiye,Belgium,1,2,L,World Cup Qualifier
2026-01-20,South Africa,Norway,2,0,W,Continental Championship
2026-01-21,Türkiye,Argentina,1,0,W,Continental Championship
2026-01-21,Iraq,South Korea,1,1,L,Continental Championship
2026-01-21,Tunisia,Curaçao,1,1,D,Continental Championship
2026-01-21,Algeria,Croatia,1,1,L,International Friendly
2026-01-22,Iraq,Morocco,0,3,L,World Cup Qualifier
2026-01-23,Saudi Arabia,Paraguay,3,0,W,Continental Championship
2026-01-23,Portugal,Iran,0,1,L,International Friendly
2026-01-23,Ivory Coast,Mexico,2,1,W,World Cup Qualifier
2026-01-23,Australia,Panama,2,1,W,World Cup Qualifier
2026-01-23,Australia,Cape Verde,2,2,D,International Friendly
2026-01-23,New Zealand,Sweden,0,0,D,World Cup Qualifier
2026-01-23,Egypt,Curaçao,1,1,D,World Cup Qualifier
